school_code,AgeID,school_name,street,town_suburb,postcode,student_number,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,lga,electorate,fed_electorate,operational_directorate,principal_network,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude
2131,9934,Hannam Vale Public School,Hannam Vale Rd,Hannam Vale ,2443,23,1021,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6556 7636,hannamvale-p.school@det.nsw.edu.au,6556 7672,N,Greater Taree (C),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Hunter New England,Manning,Inner Regional Australia,-31.712949,152.594024
2132,10544,Hanwood Public School,School St,Hanwood ,2680,267,970,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6963 0297,hanwood-p.school@det.nsw.edu.au,6963 0244,N,Griffith (C),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 1,Outer Regional Australia,-34.329726,146.04237
2133,7698,Harbord Public School,Wyadra Avenue,Freshwater,2096,1142,1134,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9905 4276,harbord-p.school@det.nsw.edu.au,9905 7853,N,Warringah (A),Manly,Warringah,Macquarie Park,Warringah,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.772164,151.286531
2136,11074,Hargraves Public School,Merinda St,Hargraves ,2850,20,870,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6373 8524,hargraves-p.school@det.nsw.edu.au,6373 8609,N,Mid-Western Regional (A),Dubbo,Calare,Dubbo & Wagga Wagga,Macquarie,Western NSW,North Western 1,Outer Regional Australia,-32.783336,149.461924
2139,9536,Harrington Public School,High St,Harrington ,2427,103,917,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6556 1267,harrington-p.school@det.nsw.edu.au,6556 1788,N,Greater Taree (C),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Hunter New England,Manning,Inner Regional Australia,-31.870234,152.688803
2142,9730,Harwood Island Public School,11 Morpeth St,Harwood,2465,66,962,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6646 4213,harwood-p.school@det.nsw.edu.au,6646 4240,N,Clarence Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Clarence Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-29.425605,153.240299
2145,10633,Hay Public School,201-217 Lachlan Street,Hay,2711,197,929,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,02 6993 1270,hay-p.school@det.nsw.edu.au,02 6993 1779,Y,Hay (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 2,Outer Regional Australia,-34.506048,144.84541
2149,4404,Heathcote Public School,Oliver St,Heathcote ,2233,301,1051,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9520 8759,heathcote-p.school@det.nsw.edu.au,9520 4638,N,Sutherland Shire (A),Heathcote,Hughes,Ultimo,Woronora River,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.086704,151.007321
2153,9977,Helensburgh Public School,Lukin St,Helensburgh ,2508,472,1032,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4294 1332,helensburg-p.school@det.nsw.edu.au,4294 3676,N,Wollongong (C),Heathcote,Cunningham,Dubbo & Wagga Wagga,Wollongong North,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.184207,150.988393
2154,16236,Henty Public School,Sladen St,Henty ,2658,116,980,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6929 3184,henty-p.school@det.nsw.edu.au,6929 3057,N,Greater Hume Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Wagga Wagga,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.517474,147.031248
2155,11051,Hermidale Public School,Mouramba St,Hermidale ,2831,9,952,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6833 0707,hermidale-p.school@det.nsw.edu.au,6833 0735,Y,Bogan (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,Western NSW,Western 2,Remote Australia,-31.551165,146.723373
2156,9675,Hernani Public School,Armidale-Grafton Rd,Dorrigo ,2453,7,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6657 6155,hernani-p.school@det.nsw.edu.au,6657 6182,N,Clarence Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Mid North Coast,Northern NSW,Lower North Coast,Outer Regional Australia,-30.294514,152.422727
2157,9932,Herons Creek Public School,Pacific Hwy,Herons Creek ,2443,44,931,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6585 7125,heronscrk-p.school@det.nsw.edu.au,6585 7004,N,Port Macquarie-Hastings (A),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast,Manning,Inner Regional Australia,-31.580394,152.729988
2161,11075,Hill End Public School,Tambaroora St,Hill End ,2850,12,1009,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6337 8265,hillend-p.school@det.nsw.edu.au,6337 8307,N,Bathurst Regional (A),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western NSW,North Western 1,Outer Regional Australia,-33.034573,149.415886
2164,8134,Hillside Public School,Cattai Ridge Rd,Glenorie ,2157,28,1055,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9652 1459,hillside-p.school@det.nsw.edu.au,9652 2580,N,The Hills Shire (A),Hawkesbury,Berowra,Macquarie Park,Dural,Western Sydney,Metropolitan North,Inner Regional Australia,-33.601784,150.976151
2165,6478,Hillston Central School,62-80 Moore St,Hillston ,2675,150,927,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6967 2277,hillston-c.school@det.nsw.edu.au,6967 2385,Y,Carrathool (A),Murray,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 2,Remote Australia,-33.479904,145.54026
2166,10237,Hill Top Public School,Linda St,Hill Top ,2575,178,951,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4889 8227,hilltop-p.school@det.nsw.edu.au,4889 8224,N,Wingecarribee (A),Wollondilly,Hume,Ultimo,Wollondilly,South Western Sydney,Upper South Coast,Inner Regional Australia,-34.354826,150.491396
2167,9174,Hinton Public School,Paterson St,Hinton ,2321,81,1011,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4930 5266,hinton-p.school@det.nsw.edu.au,4930 5502,N,Port Stephens (A),Port Stephens,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Major Cities of Australia,-32.716733,151.650674
2170,16191,Holbrook Public School,Albury St,Holbrook ,2644,138,992,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6036 2021,holbrook-p.school@det.nsw.edu.au,6036 2901,N,Greater Hume Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.717853,147.318953
2171,4416,Holgate Public School,RMB 5255 Wattle Tree Rd,Holgate ,2250,167,1087,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4367 7444,holgate-p.school@det.nsw.edu.au,4365 3088,N,Gosford (C),Terrigal,Dobell,Macquarie Park,Gosford,Central Coast,Central Coast,Major Cities of Australia,-33.405106,151.407722
2172,10972,Holmwood Public School,Cowra-Carcoar Rd,Cowra ,2794,49,962,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6342 2172,holmwood-p.school@det.nsw.edu.au,6341 1247,N,Cowra (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Orange,Western NSW,Western 1,Inner Regional Australia,-33.810597,148.756777
2173,7788,Homebush Public School,Rochester St,Homebush ,2140,407,1079,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9746 9171,homebush-p.school@det.nsw.edu.au,9746 3516,N,Strathfield (A),Strathfield,Reid,Ultimo,Strathfield,Sydney,Metropolitan South West,Major Cities of Australia,-33.867319,151.08523
2177,9162,Telarah Public School,Raymond St,Maitland ,2320,438,873,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,Y,N,N,Coed,4932 8477,telarah-p.school@det.nsw.edu.au,4932 4475,N,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Major Cities of Australia,-32.7252,151.532379
2182,8153,Horsley Park Public School,The Horsley Drive,Horsley Park ,2164,107,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9620 1301,horsleypk-p.school@det.nsw.edu.au,9620 1791,N,Fairfield (C),Mulgoa,McMahon,Ultimo,Liverpool,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.840414,150.852683
2186,10459,Howlong Public School,Hawkins St,Howlong ,2643,198,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6026 5206,howlong-p.school@det.nsw.edu.au,6026 5900,N,Corowa Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.979939,146.636764
2187,8546,Hoxton Park Public School,99 Pacific Palms Circuit,Hoxton Park,2171,654,984,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9607 0005,hoxtonpark-p.school@det.nsw.edu.au,9608 4937,N,Liverpool (C),Liverpool,Werriwa,Ultimo,Liverpool,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.931881,150.849626
2188,10498,Humula Public School,School St,Humula ,2652,14,866,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6928 9254,humula-p.school@det.nsw.edu.au,6928 9219,N,Wagga Wagga (C),Wagga Wagga,Riverina,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1,Outer Regional Australia,-35.483339,147.760583
2189,7728,Hunters Hill Public School,17 Alexandra St,Hunters Hill ,2110,378,1190,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9816 4404,huntershil-p.school@det.nsw.edu.au,9879 4049,N,Hunters Hill (A),Lane Cove,North Sydney,Macquarie Park,North Sydney,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.835121,151.151254
2190,9645,Huntingdon Public School,2876 Oxley Highway,Wauchope ,2446,55,941,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6585 6144,huntingdon-p.school@det.nsw.edu.au,6585 6469,N,Port Macquarie-Hastings (A),Oxley,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.478214,152.660607
2193,8976,Rathmines Public School,Secret Corner Rd,Rathmines ,2283,251,1006,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4975 1229,rathmines-p.school@det.nsw.edu.au,4975 4239,N,Lake Macquarie (C),Lake Macquarie,Hunter,Tamworth & Coffs Harbour,Lake Macquarie West,Hunter New England,Hunter ,Major Cities of Australia,-33.042628,151.5899
2197,4405,Hurstville Public School,Forest Rd,Hurstville ,2220,1230,1099,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,N,N,N,Coed,9587 3963,hurstville-p.school@det.nsw.edu.au,9553 8029,N,Hurstville (C),Kogarah,Barton,Ultimo,Georges River,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.964695,151.110728
2198,4406,Hurstville South Public School,Maher St,Hurstville ,2220,497,1083,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9580 2695,hurstvills-p.school@det.nsw.edu.au,9580 8984,N,Kogarah (C),Oatley,Banks,Ultimo,Georges River,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.972516,151.099252
2199,10075,Huskisson Public School,Sydney St,Huskisson ,2540,155,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4441 5074,huskisson-p.school@det.nsw.edu.au,4441 6220,N,Shoalhaven (C),South Coast,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-35.036821,150.668104
2201,11076,Ilford Public School,Castlereagh Hwy,Ilford ,2850,32,992,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6358 8507,ilford-p.school@det.nsw.edu.au,6358 8524,N,Mid-Western Regional (A),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western NSW,North Western 1,Outer Regional Australia,-32.966702,149.855478
2203,10293,Illabo Public School,1 Layton Street,Illabo,2590,32,1056,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6924 5475,illabo-p.school@det.nsw.edu.au,6924 5432,N,Junee (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Outer Regional Australia,-34.814002,147.741165
2204,9713,Iluka Public School,21-27 Charles Street,Iluka,2466,130,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6646 6149,iluka-p.school@det.nsw.edu.au,6646 6783,N,Clarence Valley (A),Clarence,Page,Tamworth & Coffs Harbour,Clarence Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-29.404676,153.348938
2206,4415,Ingleburn Public School,Oxford Rd,Ingleburn ,2565,605,993,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9605 1423,ingleburn-p.school@det.nsw.edu.au,9829 3968,N,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Glenfield,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.000332,150.866612
2209,9407,Inverell Public School,Henderson St,Inverell ,2360,424,889,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6722 3072,inverell-p.school@det.nsw.edu.au,6722 4324,N,Inverell (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Barwon,Hunter New England,North Western 2,Outer Regional Australia,-29.773135,151.123016
2211,9177,Iona Public School,860 Paterson Rd,Woodville,2321,65,1075,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4930 1415,iona-p.school@det.nsw.edu.au,4930 1807,N,Port Stephens (A),Port Stephens,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Inner Regional Australia,-32.665063,151.604218
2212,9112,Islington Public School,Hubbard St,Islington ,2296,121,922,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4969 3903,islington-p.school@det.nsw.edu.au,4961 1636,N,Newcastle (C),Newcastle,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England,Hunter,Major Cities of Australia,-32.911412,151.744091
2213,6476,Ivanhoe Central School,Columbus St,Ivanhoe ,2878,24,833,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,02 6995 1108,ivanhoe-c.school@det.nsw.edu.au,02 6995 1290,Y,Central Darling (A),Barwon,Parkes,Dubbo & Wagga Wagga,Far West,Far West,Western 3,Very Remote Australia,-32.898531,144.300978
2214,9772,Fernleigh Public School,451 Fernleigh Rd,Fernleigh ,2479,19,1067,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6687 8267,fernleigh-p.school@det.nsw.edu.au,6687 8570,N,Ballina (A),Ballina,Richmond,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.76765,153.498399
2218,10045,Jamberoo Public School,Churchill St,Jamberoo ,2533,96,1061,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4236 0173,jamberoo-p.school@det.nsw.edu.au,4236 0633,N,Kiama (A),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.644622,150.773003
2223,17437,Jennings Public School,31 Brushabers Road,Jennings,4383,15,889,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,07 4684 3273,jennings-p.school@det.nsw.edu.au,07 4684 3354,N,Tenterfield (A),Lismore,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Outer Regional Australia,-28.927243,151.934357
2225,10430,Jerangle Public School,2892 Jerangle Road,Jerangle,2630,11,1016,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6454 3127,jerangle-p.school@det.nsw.edu.au,6454 3177,N,Cooma-Monaro (A),Monaro,Eden-Monaro,Dubbo & Wagga Wagga,Queanbeyan,Southern NSW,Lower South Coast,Outer Regional Australia,-35.871132,149.364268
2226,10641,Jerilderie Public School,31 Bolton St,Jerilderie ,2716,43,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,03 5886 1331,jerilderie-p.school@det.nsw.edu.au,03 5886 1615,N,Jerilderie (A),Albury,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 2,Outer Regional Australia,-35.354598,145.728865
2231,9315,Jerrys Plains Public School,Doyle St,Jerrys Plains ,2330,39,883,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6576 4018,jerrysplan-p.school@det.nsw.edu.au,6576 4142,N,Singleton (A),Upper Hunter,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England,Hunter,Outer Regional Australia,-32.49723,150.905944
2234,9117,Jesmond Public School,Ralph St,Jesmond ,2299,184,962,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4957 2605,jesmond-p.school@det.nsw.edu.au,4956 2451,N,Newcastle (C),Wallsend,Newcastle,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England,Hunter,Major Cities of Australia,-32.903841,151.695427
2235,9807,Jiggi Public School,Jiggi-Nimbin Rd,Jiggi ,2480,35,1008,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6688 8221,jiggi-p.school@det.nsw.edu.au,6688 8360,N,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.677986,153.181368
2236,8709,Jilliby Public School,Jilliby Rd,Wyong ,2259,70,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4355 1240,jilliby-p.school@det.nsw.edu.au,4355 1401,N,Wyong (A),Wyong,Dobell,Macquarie Park,Wyong,Central Coast,Central Coast,Inner Regional Australia,-33.239937,151.380052
2237,10423,Jindabyne Central School,Park Rd,Jindabyne ,2627,787,1029,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6456 2346,jindabyne-c.school@det.nsw.edu.au,6456 1082,N,Snowy River (A),Monaro,Eden-Monaro,Dubbo & Wagga Wagga,Queanbeyan,Southern NSW,Lower South Coast,Outer Regional Australia,-36.416703,148.618901
2239,10454,Jindera Public School,Dight Street,Jindera ,2642,212,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6026 3280,jindera-p.school@det.nsw.edu.au,6026 3642,N,Greater Hume Shire (A),Albury,Farrer,Dubbo & Wagga Wagga,Albury,Murrumbidgee,Riverina 1,Inner Regional Australia,-35.959036,146.886741
2243,9636,Johns River Public School,Station St,Johns River ,2443,14,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6556 5130,johnsriver-p.school@det.nsw.edu.au,6556 5311,N,Greater Taree (C),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Hunter New England,Manning,Inner Regional Australia,-31.733013,152.696599
2245,10663,Jugiong Public School,Flyde St,Jugiong ,2727,24,1035,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6945 4210,jugiong-p.school@det.nsw.edu.au,6945 4388,N,Harden (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Outer Regional Australia,-34.820203,148.335447
2246,9101,The Junction Public School,Union St,Merewether ,2291,625,1119,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4963 1343,thejunctio-p.school@det.nsw.edu.au,4963 3501,N,Newcastle (C),Newcastle,Newcastle,Tamworth & Coffs Harbour,Newcastle,Hunter New England,Hunter,Major Cities of Australia,-32.939964,151.758644
2247,10518,Junee Public School,116 Lorne St,Junee,2663,128,870,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6924 1902,junee-p.school@det.nsw.edu.au,6924 2540,N,Junee (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Inner Regional Australia,-34.873488,147.584901
2248,10517,Junee North Public School,Queen St,Junee ,2663,164,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,69241839,juneenorth-p.school@det.nsw.edu.au,69241794,N,Junee (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Inner Regional Australia,-34.855049,147.585376
2254,11070,Kandos Public School,23-37 Dangar Street,Kandos,2848,141,893,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6379 4201,kandos-p.school@det.nsw.edu.au,6379 4807,N,Mid-Western Regional (A),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western NSW,North Western 1,Inner Regional Australia,-32.856242,149.974813
2255,10242,Kangaloon Public School,Robertson St,Kangaloon ,2576,35,1049,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4888 2215,kangaloon-p.school@det.nsw.edu.au,4888 2372,N,Wingecarribee (A),Goulburn,Whitlam,Ultimo,Wollondilly,South Western Sydney,Upper South Coast,Inner Regional Australia,-34.552607,150.529555
2256,10246,Kangaroo Valley Public School,Moss Vale-Nowra Rd,Kangaroo Valley ,2577,81,1068,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4465 1182,kangaroova-p.school@det.nsw.edu.au,4465 1207,N,Shoalhaven (C),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.73652,150.531996
2259,8710,Kanwal Public School,Craigie Ave,Kanwal ,2259,688,960,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4392 3477,kanwal-p.school@det.nsw.edu.au,4393 1621,N,Wyong (A),Wyong,Dobell,Macquarie Park,Wyong,Central Coast,Central Coast,Major Cities of Australia,-33.262456,151.484884
2260,9658,Karangi Public School,Coffs Harbour-Coramba Rd,Karangi ,2450,130,1017,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6653 8284,karangi-p.school@det.nsw.edu.au,6653 8478,N,Coffs Harbour (C),Coffs Harbour,Page,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.252411,153.047767
2263,9197,Karuah Public School,18 Bundabah St,Karuah ,2324,130,873,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4997 5341,karuah-p.school@det.nsw.edu.au,4997 5679,N,Port Stephens (A),Port Stephens,Lyne,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England,Hunter ,Inner Regional Australia,-32.654344,151.966595
2267,9287,Kearsley Public School,130 Caledonia Street,Kearsley,2325,145,888,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4990 1705,kearsley-p.school@det.nsw.edu.au,4991 1018,N,Cessnock (C),Cessnock,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England,Hunter,Inner Regional Australia,-32.857249,151.395921
2270,7585,Kegworth Public School,60 Tebbutt St,Leichhardt ,2040,318,1111,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,Y,N,N,Coed,9569 7320,kegworth-p.school@det.nsw.edu.au,9560 6949,N,Leichhardt (A),Balmain,Grayndler,Ultimo,Marrickville,Sydney,Metropolitan East,Major Cities of Australia,-33.886514,151.14693
2271,9940,Keiraville Public School,Gipps Rd,Keiraville ,2500,340,1098,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4229 4117,keiraville-p.school@det.nsw.edu.au,4226 5084,N,Wollongong (C),Keira,Cunningham,Dubbo & Wagga Wagga,Wollongong North,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.414114,150.873364
2273,9377,Kellys Plains Public School,45-47 Kelly's Plains School Rd,Armidale,2350,44,1078,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,026775 1253,kellysplan-p.school@det.nsw.edu.au,026775 1365,N,Armidale Dumaresq (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Outer Regional Australia,-30.571911,151.636504
2274,7858,Kellyville Public School,35A Windsor Road,Kellyville,2155,646,1071,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9629 1279,kellyville-p.school@det.nsw.edu.au,9629 3924,N,The Hills Shire (A),Castle Hill,Mitchell,Macquarie Park,The Hills,Western Sydney,Metropolitan West,Major Cities of Australia,-33.711052,150.957887
2275,10980,Kelso Public School,19 Gilmour Street,Kelso ,2795,257,818,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6331 1577,kelso-p.school@det.nsw.edu.au,6332 1983,N,Bathurst Regional (A),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western NSW,Western 1,Inner Regional Australia,-33.416969,149.605156
2278,9621,Kempsey East Public School,Innes St,Kempsey ,2440,221,900,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6562 4927,kempseyest-p.school@det.nsw.edu.au,6562 8979,N,Kempsey (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.083703,152.846861
2279,9623,Kempsey West Public School,Marsh St,West Kempsey,2440,376,780,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6562 7044,kempseywst-p.school@det.nsw.edu.au,6562 6538,N,Kempsey (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.078377,152.8301
2280,17869,Kendall Public School,Logans Crossing Rd,Kendall ,2439,189,968,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6559 0040,kendall-p.school@det.nsw.edu.au,6559 0071,N,Port Macquarie-Hastings (A),Port Macquarie,Lyne,Tamworth & Coffs Harbour,Hastings,Mid North Coast,Manning,Inner Regional Australia,-31.627392,152.702756
2283,5335,Kensington Public School,77-79 Doncaster Avenue,Kensington,2033,444,1135,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9663 3955,kensington-p.school@det.nsw.edu.au,9662 1382,N,Randwick (C),Heffron,Kingsford Smith,Ultimo,Botany Bay,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.909604,151.224965
2284,7868,Kenthurst Public School,111 Kenthurst Road,Kenthurst,2156,213,1067,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9654 1173,kenthurst-p.school@det.nsw.edu.au,9654 2586,N,The Hills Shire (A),Castle Hill,Berowra,Macquarie Park,Dural,Western Sydney,Metropolitan North,Major Cities of Australia,-33.665603,151.004575
